timestamp,temperature,humidity,light,pH,electrical_conductivity,hour,day_period,temp_rate,humidity_rate,temp_ma_5min,temp_ma_30min,humidity_ma_5min,humidity_ma_30min,temp_humidity_ratio
2025-03-01 00:00:00,24.69,52.66,118.65,6.68,0.996,0,Night,,,24.69,24.69,52.66,52.66,0.4688567282839483
2025-03-01 00:00:05,21.89,50.18,801.71,7.29,1.044,0,Night,-33.60000000000001,-29.759999999999962,23.29,23.29,51.42,51.42,0.43622948660233424
2025-03-01 00:00:10,23.88,48.01,682.39,7.66,1.354,0,Night,23.87999999999998,-26.04000000000002,23.486666666666668,23.486666666666668,50.28333333333333,50.28333333333333,0.4973962721524115
2025-03-01 00:00:15,20.42,56.73,146.05,7.77,0.519,0,Night,-41.51999999999997,104.63999999999999,22.72,22.72,51.894999999999996,51.894999999999996,0.35995057994877844
2025-03-01 00:00:20,20.79,41.54,106.87,7.77,1.9,0,Night,4.439999999999969,-182.27999999999997,22.334,22.334,49.824,49.824,0.5004813431677074
2025-03-01 00:00:25,21.45,43.18,740.09,7.45,1.196,0,Night,7.920000000000002,19.680000000000007,22.186666666666667,22.186666666666667,48.71666666666667,48.71666666666667,0.4967576431779427
2025-03-01 00:00:30,22.5,56.93,292.49,6.04,0.577,0,Night,12.600000000000009,165.0,22.231428571428573,22.231428571428573,49.89,49.89,0.39522213328260436
2025-03-01 00:00:35,24.1,48.17,696.89,7.04,0.808,0,Night,19.200000000000017,-105.11999999999998,22.465,22.465,49.675,49.675,0.5003112932714774
2025-03-01 00:00:40,21.44,54.14,340.67,7.42,1.964,0,Night,-31.92,71.63999999999999,22.35111111111111,22.35111111111111,50.17111111111111,50.17111111111111,0.396010270408151
2025-03-01 00:00:45,20.67,53.88,709.49,7.43,1.023,0,Night,-9.239999999999995,-3.119999999999976,22.183,22.183,50.542,50.542,0.38363021833143685
2025-03-01 00:00:50,22.7,49.45,338.96,6.16,1.854,0,Night,24.35999999999997,-53.16,22.23,22.23,50.442727272727275,50.442727272727275,0.4590494521639125
2025-03-01 00:00:55,20.22,53.09,730.96,6.45,1.175,0,Night,-29.760000000000005,43.68000000000001,22.0625,22.0625,50.663333333333334,50.663333333333334,0.38086261426584767
2025-03-01 00:01:00,24.35,40.41,246.87,7.67,0.627,0,Night,49.56000000000003,-152.16000000000008,22.23846153846154,22.23846153846154,49.87461538461538,49.87461538461538,0.6025734712760527
2025-03-01 00:01:05,21.29,46.49,122.71,6.66,1.919,0,Night,-36.72000000000003,72.96000000000006,22.170714285714286,22.170714285714286,49.63285714285714,49.63285714285714,0.4579478472902027
2025-03-01 00:01:10,24.45,41.97,646.59,6.34,1.579,0,Night,37.92,-54.24000000000004,22.32266666666667,22.32266666666667,49.122,49.122,0.5825588318897231
2025-03-01 00:01:15,22.93,41.98,760.73,6.19,0.845,0,Night,-18.239999999999995,0.11999999999997613,22.360625,22.360625,48.675625,48.675625,0.5462123520218314
2025-03-01 00:01:20,21.81,47.82,254.58,6.79,1.299,0,Night,-13.440000000000012,70.08000000000004,22.328235294117647,22.328235294117647,48.62529411764706,48.62529411764706,0.4560852245743988
2025-03-01 00:01:25,23.28,45.68,971.64,7.72,0.791,0,Night,17.64000000000003,-25.680000000000007,22.38111111111111,22.38111111111111,48.461666666666666,48.461666666666666,0.5096321126024271
2025-03-01 00:01:30,24.73,55.93,117.84,6.61,1.86,0,Night,17.39999999999999,123.0,22.504736842105263,22.504736842105263,48.85473684210526,48.85473684210526,0.4421597636045479
2025-03-01 00:01:35,22.16,41.08,300.38,7.39,0.567,0,Night,-30.840000000000003,-178.20000000000002,22.4875,22.4875,48.465999999999994,48.465999999999994,0.5394351169826882
2025-03-01 00:01:40,24.0,50.25,985.94,7.96,1.387,0,Night,22.08,110.04000000000002,22.55952380952381,22.55952380952381,48.55095238095238,48.55095238095238,0.47761184525137407
2025-03-01 00:01:45,20.15,59.74,458.8,6.03,0.509,0,Night,-46.20000000000002,113.88000000000002,22.45,22.45,49.05954545454545,49.05954545454545,0.3372948883001526
2025-03-01 00:01:50,20.42,45.98,718.58,7.19,1.698,0,Night,3.2400000000000375,-165.12000000000006,22.361739130434785,22.361739130434785,48.92565217391304,48.92565217391304,0.44410603651456365
2025-03-01 00:01:55,20.76,41.61,975.39,6.69,1.011,0,Night,4.079999999999998,-52.43999999999997,22.295,22.295,48.62083333333334,48.62083333333334,0.49891840929622466
2025-03-01 00:02:00,23.54,49.28,929.69,6.95,0.887,0,Night,33.35999999999997,92.04000000000002,22.3448,22.3448,48.647200000000005,48.647200000000005,0.47767847449706274
2025-03-01 00:02:05,22.36,40.15,900.05,7.51,0.935,0,Night,-14.159999999999997,-109.56000000000003,22.345384615384617,22.345384615384617,48.32038461538461,48.32038461538461,0.5569114428614089
2025-03-01 00:02:10,21.37,48.09,321.69,6.7,0.54,0,Night,-11.879999999999981,95.28000000000006,22.30925925925926,22.30925925925926,48.311851851851856,48.311851851851856,0.44437503755977587
2025-03-01 00:02:15,24.53,48.68,886.69,6.3,1.634,0,Night,37.92,7.079999999999956,22.388571428571428,22.388571428571428,48.324999999999996,48.324999999999996,0.5039029367496022
2025-03-01 00:02:20,24.38,46.23,865.74,7.18,0.519,0,Night,-1.8000000000000256,-29.400000000000034,22.457241379310343,22.457241379310343,48.252758620689654,48.252758620689654,0.5273630700058252
2025-03-01 00:02:25,20.81,52.33,514.5,6.34,0.787,0,Night,-42.84,73.20000000000002,22.402333333333335,22.402333333333335,48.38866666666667,48.38866666666667,0.39766856532226913
2025-03-01 00:02:30,20.47,42.39,591.46,6.97,1.888,0,Night,-4.079999999999998,-119.27999999999997,22.34,22.34,48.19516129032258,48.19516129032258,0.48289679573088085
2025-03-01 00:02:35,21.3,48.86,926.09,7.82,1.653,0,Night,9.960000000000022,77.63999999999999,22.3075,22.3075,48.2159375,48.2159375,0.43593932952531117
2025-03-01 00:02:40,23.74,46.87,433.15,6.74,0.675,0,Night,29.279999999999973,-23.880000000000024,22.35090909090909,22.35090909090909,48.17515151515151,48.17515151515151,0.5065072527187428
2025-03-01 00:02:45,22.42,49.74,609.59,6.26,1.86,0,Night,-15.83999999999996,34.440000000000055,22.352941176470587,22.352941176470587,48.22117647058823,48.22117647058823,0.4507437774942144
2025-03-01 00:02:50,20.41,51.72,727.22,7.97,1.373,0,Night,-24.12000000000002,23.759999999999962,22.297428571428572,22.297428571428572,48.32114285714286,48.32114285714286,0.3946248270253621
2025-03-01 00:02:55,20.95,54.92,289.18,6.5,0.947,0,Night,6.47999999999999,38.400000000000034,22.26,22.26,48.504444444444445,48.504444444444445,0.3814638781019886
2025-03-01 00:03:00,23.12,54.6,536.65,7.06,1.836,0,Night,26.04000000000002,-3.8400000000000034,22.283243243243245,22.283243243243245,48.66918918918919,48.66918918918919,0.4234431458895337
2025-03-01 00:03:05,23.99,41.03,333.69,6.44,1.764,0,Night,10.43999999999997,-162.84,22.328157894736844,22.328157894736844,48.46815789473684,48.46815789473684,0.5846939837450684
2025-03-01 00:03:10,23.78,49.98,647.7,6.74,1.065,0,Night,-2.5199999999999676,107.39999999999995,22.365384615384617,22.365384615384617,48.50692307692308,48.50692307692308,0.47579022093032797
2025-03-01 00:03:15,21.8,53.95,137.86,6.18,1.03,0,Night,-23.760000000000005,47.64000000000007,22.35125,22.35125,48.643,48.643,0.40407777496241426
2025-03-01 00:03:20,21.59,55.9,334.7,6.99,0.614,0,Night,-2.5200000000000102,23.39999999999995,22.332682926829268,22.332682926829268,48.82,48.82,0.3862253334122838
2025-03-01 00:03:25,23.04,46.51,221.5,7.28,1.397,0,Night,17.39999999999999,-112.68,22.34952380952381,22.34952380952381,48.765,48.765,0.49537723169700454
2025-03-01 00:03:30,20.32,49.27,204.35,7.7,0.535,0,Night,-32.639999999999986,33.12000000000006,22.302325581395348,22.302325581395348,48.776744186046514,48.776744186046514,0.4124212680289693
2025-03-01 00:03:35,23.39,59.97,846.42,6.84,0.854,0,Night,36.84,128.39999999999995,22.327045454545456,22.327045454545456,49.031136363636364,49.031136363636364,0.3900282824698545
